txn_ref,account_number,direction,amount,currency,counterparty_name,counterparty_account,counterparty_country,channel,jurisdiction,occurred_at
TXN0001682,MT5000005794,CREDIT,149875.69,INR,Venkatesh Exports,CP7074309042,IN,RTGS,IN,2026-08-13T10:16:34Z
TXN0005124,MT5000016598,DEBIT,11301.79,INR,Apollo Pharmacy Store,CP4537316945,IN,NEFT,IN,2026-08-13T10:26:21Z
TXN0011346,MT5000037630,DEBIT,18026.20,INR,Cinema Plex,CP8331738951,IN,NEFT,IN,2026-08-13T10:35:06Z
TXN0003578,MT5000011358,DEBIT,26429.45,INR,City Power Board,CP7299104049,IN,IMPS,IN,2026-08-13T10:38:58Z
TXN0009161,MT5000030025,DEBIT,23712.75,INR,Thakkar Auto Parts,CP1606210556,IN,NEFT,IN,2026-08-13T10:41:19Z
TXN0002584,MT5000008332,DEBIT,28300.89,INR,Swiggle Foods,CP1673116725,IN,ATM,IN,2026-08-13T10:43:24Z
TXN0002504,MT5000008043,DEBIT,31393.78,INR,Cinema Plex,CP5943144151,US,UPI,US,2026-08-13T10:55:25Z
TXN0002451,MT5000007872,DEBIT,15591.94,INR,Grocery Mart,CP8931240755,IN,NEFT,IN,2026-08-13T11:17:46Z
TXN0000297,MT5000001009,DEBIT,2636.01,INR,Grocery Mart,CP5412413776,IN,IMPS,IN,2026-08-13T11:18:22Z
TXN0002553,MT5000008205,DEBIT,299.46,USD,BookWorld,CP9521670758,IN,UPI,IN,2026-08-13T11:23:35Z
TXN0007855,MT5000025578,DEBIT,982.21,INR,Apollo Pharmacy Store,CP9005656287,IN,IMPS,IN,2026-08-13T11:33:27Z
TXN0001255,MT5000004295,CREDIT,9010.58,INR,Grocery Mart,CP4944811666,IN,ATM,IN,2026-08-13T11:49:14Z
TXN0005408,MT5000017621,DEBIT,21726.61,INR,FuelPoint,CP1835298240,SG,CARD,SG,2026-08-13T12:02:26Z
TXN0005673,MT5000018582,DEBIT,10667.61,INR,City Power Board,CP4947354370,IN,IMPS,IN,2026-08-13T12:07:23Z
TXN0005554,MT5000018098,DEBIT,40664.13,INR,RentPay Housing,CP3781107612,US,ATM,US,2026-08-13T12:15:43Z
TXN0008343,MT5000027515,CREDIT,23532.39,INR,Devraj Jewellers,CP3278683165,IN,RTGS,IN,2026-08-13T12:31:54Z
TXN0011444,MT5000037978,DEBIT,31668.28,INR,Metro Rail Card,CP4656486700,IN,NEFT,IN,2026-08-13T12:43:53Z
TXN0004974,MT5000016178,CREDIT,44416.63,INR,City Power Board,CP1484237302,IN,ATM,IN,2026-08-13T12:57:37Z
TXN0011556,MT5000038283,CREDIT,77731.69,INR,Bhandari Jewellers,CP2457793027,IN,IMPS,IN,2026-08-13T13:26:18Z
TXN0003482,MT5000011178,DEBIT,32059.07,INR,Metro Rail Card,CP7075449899,IN,IMPS,IN,2026-08-13T13:58:44Z
TXN0000513,MT5000001965,DEBIT,173104.86,INR,Lokesh Hardware Mart,CP1843046681,IN,NEFT,IN,2026-08-13T14:23:54Z
TXN0001652,MT5000005712,CREDIT,23694.14,INR,FuelPoint,CP2255494061,SG,ATM,SG,2026-08-13T14:32:27Z
TXN0006363,MT5000020857,DEBIT,149970.92,INR,Lokesh Logistics,CP9577675657,IN,CHEQUE,IN,2026-08-13T14:33:19Z
TXN0011518,MT5000038178,DEBIT,22296.01,INR,Apollo Pharmacy Store,CP9643775180,AE,IMPS,AE,2026-08-13T14:45:34Z
TXN0003282,MT5000010592,CREDIT,36412.48,INR,Cinema Plex,CP7602216044,SG,NEFT,SG,2026-08-13T15:06:22Z
TXN0006733,MT5000022035,DEBIT,39801.12,INR,School Fees Trust,CP1944623801,IN,IMPS,IN,2026-08-13T15:15:37Z
TXN0006344,MT5000020857,DEBIT,100692.35,INR,Thakkar Jewellers,CP8466115992,IN,NEFT,IN,2026-08-14T02:30:47Z
TXN0006737,MT5000022035,DEBIT,7678.44,INR,BookWorld,CP2051029945,IN,NEFT,IN,2026-08-14T02:34:01Z
TXN0010813,MT5000035797,DEBIT,94.15,USD,Hospital Billing,CP4211465763,GB,ATM,GB,2026-08-14T02:39:52Z
TXN0011297,MT5000037314,CREDIT,37123.30,INR,Hospital Billing,CP6671070082,IN,CARD,IN,2026-08-14T02:44:16Z
TXN0006324,MT5000020769,DEBIT,154020.01,INR,Pillaiyar Textiles,CP7705912536,IN,NEFT,IN,2026-08-14T02:47:08Z
TXN0011238,MT5000037051,DEBIT,23839.70,INR,RentPay Housing,CP5656926645,IN,ATM,IN,2026-08-14T02:54:47Z
TXN0004857,MT5000015693,DEBIT,36722.14,INR,FuelPoint,CP1456296544,IN,UPI,IN,2026-08-14T03:04:25Z
TXN0006748,MT5000022041,DEBIT,42868.23,INR,School Fees Trust,CP3713891389,IN,UPI,IN,2026-08-14T03:09:35Z
TXN0007788,MT5000025518,DEBIT,43739.45,INR,Insure Life Co,CP1485225786,AE,ATM,AE,2026-08-14T03:10:26Z
TXN0010093,MT5000033311,CREDIT,12889.08,INR,BookWorld,CP2391774585,IN,UPI,IN,2026-08-14T03:14:53Z
TXN0003734,MT5000011921,DEBIT,44477.88,INR,PhoneNet Telecom,CP4297584712,IN,ATM,IN,2026-08-14T03:20:42Z
TXN0008384,MT5000027579,CREDIT,54863.98,INR,Wadekar Exports,CP9807041410,IN,NEFT,IN,2026-08-14T03:33:35Z
TXN0000462,MT5000001667,CREDIT,83758.60,INR,Fernhill Auto Parts,CP4427030904,IN,NEFT,IN,2026-08-14T03:47:35Z
TXN0005703,MT5000018650,DEBIT,21142.65,INR,City Power Board,CP5287792666,IN,ATM,IN,2026-08-14T03:51:19Z
TXN0000809,MT5000002680,DEBIT,35411.72,INR,Cloud Kitchen Co,CP4464328795,IN,IMPS,IN,2026-08-14T03:52:11Z
TXN0002631,MT5000008395,CREDIT,28985.01,INR,Harikumar Agro Foods,CP6202017883,US,NEFT,US,2026-08-14T03:52:49Z
TXN0011750,MT5000038936,CREDIT,25153.20,INR,BookWorld,CP4274054607,AE,ATM,AE,2026-08-14T03:53:00Z
TXN0008289,MT5000027258,CREDIT,171429.92,INR,Thakkar Exports,CP9237648699,IN,IMPS,IN,2026-08-14T03:53:19Z
TXN0000848,MT5000002853,CREDIT,27190.28,INR,BookWorld,CP6346736337,IN,NEFT,IN,2026-08-14T03:54:30Z
TXN0005909,MT5000019301,DEBIT,22065.84,INR,PhoneNet Telecom,CP5159373424,IN,NEFT,IN,2026-08-14T03:58:10Z
TXN0002303,MT5000007410,DEBIT,32500.28,INR,Apollo Pharmacy Store,CP9769207015,SG,CARD,SG,2026-08-14T04:05:22Z
TXN0008248,MT5000027161,CREDIT,2042.96,USD,Raghunath Traders,CP9051616152,IN,IMPS,IN,2026-08-14T04:10:18Z
TXN0006319,MT5000020674,DEBIT,151631.76,INR,Jadhavan Pharma Distributors,CP1798119492,IN,CHEQUE,IN,2026-08-14T04:23:38Z
TXN0003966,MT5000012703,DEBIT,8579.35,INR,Hospital Billing,CP9005589652,IN,UPI,IN,2026-08-14T04:24:51Z
TXN0005360,MT5000017420,DEBIT,5138.12,INR,School Fees Trust,CP7735168301,AE,NEFT,AE,2026-08-14T04:26:57Z
TXN0006176,MT5000020259,DEBIT,38909.70,INR,Insure Life Co,CP9372757146,IN,CARD,IN,2026-08-14T04:34:06Z
TXN0005840,MT5000019097,CREDIT,178526.38,INR,Bhandari Textiles,CP6588165856,US,RTGS,US,2026-08-14T04:41:32Z
TXN0006884,MT5000022570,DEBIT,39257.64,INR,FuelPoint,CP7275420926,IN,IMPS,IN,2026-08-14T04:46:18Z
TXN0003283,MT5000010592,DEBIT,21039.69,INR,Water Board,CP4882469517,IN,NEFT,IN,2026-08-14T04:50:43Z
TXN0007097,MT5000023061,DEBIT,71612.28,INR,Ganeshan Exports,CP9221094309,IN,CHEQUE,IN,2026-08-14T04:55:20Z
TXN0002248,MT5000007266,DEBIT,41439.62,INR,Harikumar Auto Parts,CP4973081946,IN,NEFT,IN,2026-08-14T04:56:52Z
TXN0010685,MT5000035394,CREDIT,2148.22,USD,Thakkar Hardware Mart,CP1313250942,IN,RTGS,IN,2026-08-14T05:06:30Z
TXN0008687,MT5000028419,CREDIT,555.71,USD,Easwar Jewellers,CP4845529215,IN,NEFT,IN,2026-08-14T05:21:40Z
TXN0008536,MT5000028089,CREDIT,132463.11,INR,Oberai Agro Foods,CP1267615252,IN,IMPS,IN,2026-08-14T05:48:00Z
TXN0008568,MT5000028133,DEBIT,115386.60,INR,Malhotri Infotech,CP2360084456,AE,NEFT,AE,2026-08-14T05:48:01Z
TXN0001956,MT5000006586,CREDIT,36998.87,INR,Quereshi Textiles,CP3092566358,IN,RTGS,IN,2026-08-14T05:53:39Z
TXN0006522,MT5000021101,CREDIT,44184.32,INR,Bhandari Auto Parts,CP5815162029,IN,IMPS,IN,2026-08-14T05:55:04Z
TXN0003444,MT5000011079,CREDIT,45229.30,INR,Mirchandan Jewellers,CP5985632527,IN,IMPS,IN,2026-08-14T05:59:29Z
TXN0011460,MT5000037989,DEBIT,31363.34,INR,Insure Life Co,CP1317591682,IN,UPI,IN,2026-08-14T06:08:47Z
TXN0008905,MT5000029299,DEBIT,468.58,INR,Metro Rail Card,CP6470646990,IN,ATM,IN,2026-08-14T06:21:09Z
TXN0008474,MT5000027799,DEBIT,112645.53,INR,Raghunath Jewellers,CP5890552715,IN,CHEQUE,IN,2026-08-14T06:26:32Z
TXN0008950,MT5000029476,DEBIT,149187.64,INR,Lokesh Auto Parts,CP9779731134,IN,CHEQUE,IN,2026-08-14T06:38:23Z
TXN0004422,MT5000014157,DEBIT,22007.98,INR,Grocery Mart,CP4913620061,IN,CARD,IN,2026-08-14T06:55:50Z
TXN0002467,MT5000007953,DEBIT,586.13,INR,Grocery Mart,CP4196989649,IN,UPI,IN,2026-08-14T06:59:59Z
TXN0003387,MT5000010932,DEBIT,51271.71,INR,Upadhyay Pharma Distributors,CP2953834492,IN,IMPS,IN,2026-08-14T07:04:18Z
TXN0006210,MT5000020395,CREDIT,46397.89,INR,Thakkar Jewellers,CP4372157467,IN,CHEQUE,IN,2026-08-14T07:10:19Z
TXN0003157,MT5000010129,DEBIT,1220.81,INR,School Fees Trust,CP6175138335,IN,CARD,IN,2026-08-14T07:12:31Z
TXN0010890,MT5000035967,DEBIT,292.81,USD,Insure Life Co,CP9082670365,IN,NEFT,IN,2026-08-14T07:15:44Z
TXN0010960,MT5000036216,DEBIT,2479.76,INR,Grocery Mart,CP5485661298,IN,NEFT,IN,2026-08-14T07:31:42Z
TXN0006922,MT5000022697,DEBIT,21951.59,INR,Grocery Mart,CP5739097303,US,IMPS,US,2026-08-14T07:32:51Z
TXN0009700,MT5000031926,DEBIT,10616.98,INR,Cinema Plex,CP9794742770,IN,IMPS,IN,2026-08-14T07:35:09Z
TXN0009937,MT5000032628,DEBIT,25186.20,INR,Apollo Pharmacy Store,CP6976516702,IN,IMPS,IN,2026-08-14T07:39:25Z
TXN0000007,MT5000000014,DEBIT,30579.03,INR,RentPay Housing,CP6223395333,SG,CARD,SG,2026-08-14T07:41:13Z
TXN0008020,MT5000026371,DEBIT,31798.11,INR,Cinema Plex,CP1624843807,IN,IMPS,IN,2026-08-14T07:58:14Z
TXN0006293,MT5000020674,DEBIT,161239.84,INR,Sundaram Agro Foods,CP2952011578,IN,IMPS,IN,2026-08-14T07:59:57Z
TXN0006623,MT5000021539,CREDIT,26133.00,INR,Water Board,CP4308480918,AE,IMPS,AE,2026-08-14T08:04:42Z
TXN0003792,MT5000012115,DEBIT,34563.75,INR,City Power Board,CP2875723257,AE,UPI,AE,2026-08-14T08:10:23Z
TXN0006027,MT5000019755,DEBIT,19161.51,INR,City Power Board,CP9816338601,IN,IMPS,IN,2026-08-14T08:14:34Z
TXN0004959,MT5000016126,DEBIT,30379.77,INR,Apollo Pharmacy Store,CP3569652002,IN,IMPS,IN,2026-08-14T08:18:51Z
TXN0007638,MT5000024907,DEBIT,33548.71,INR,Water Board,CP1306087433,IN,UPI,IN,2026-08-14T08:22:19Z
TXN0009262,MT5000030345,CREDIT,71995.11,INR,Pillaiyar Traders,CP4996453777,IN,RTGS,IN,2026-08-14T08:26:13Z
TXN0006220,MT5000020395,DEBIT,146082.82,INR,Bhandari Auto Parts,CP7955346144,IN,NEFT,IN,2026-08-14T08:31:31Z
TXN0009135,MT5000029961,DEBIT,144207.11,INR,Quereshi Pharma Distributors,CP1359694164,SG,RTGS,SG,2026-08-14T08:36:09Z
TXN0001622,MT5000005620,CREDIT,28441.12,INR,Apollo Pharmacy Store,CP4011714914,IN,ATM,IN,2026-08-14T08:36:57Z
TXN0008297,MT5000027337,DEBIT,36284.22,INR,Zaveri Agro Foods,CP9799807585,IN,RTGS,IN,2026-08-14T08:57:28Z
TXN0002027,MT5000006750,DEBIT,21252.07,INR,Insure Life Co,CP6242682131,IN,IMPS,IN,2026-08-14T10:25:35Z
TXN0008339,MT5000027424,CREDIT,40510.89,INR,Insure Life Co,CP8196135526,IN,ATM,IN,2026-08-14T10:32:50Z
TXN0012268,MT5000040631,CREDIT,14830.37,INR,Insure Life Co,CP3437998791,IN,UPI,IN,2026-08-14T10:38:30Z
TXN0000928,MT5000003275,DEBIT,40881.34,INR,Water Board,CP4251342697,IN,CARD,IN,2026-08-14T10:38:42Z
TXN0003194,MT5000010263,DEBIT,63221.55,INR,Jadhavan Exports,CP2351126132,IN,RTGS,IN,2026-08-14T10:47:54Z
TXN0010643,MT5000035328,CREDIT,124383.86,INR,Bhandari Infotech,CP1506306065,IN,IMPS,IN,2026-08-14T10:54:54Z
TXN0006029,MT5000019755,DEBIT,4043.86,INR,Insure Life Co,CP6577150162,IN,IMPS,IN,2026-08-14T11:13:13Z
TXN0004823,MT5000015573,CREDIT,20424.75,INR,Water Board,CP1246332700,IN,CARD,IN,2026-08-14T11:18:56Z
TXN0006871,MT5000022503,DEBIT,40667.27,INR,School Fees Trust,CP7290233082,IN,IMPS,IN,2026-08-14T11:27:46Z
TXN0011560,MT5000038283,CREDIT,170520.22,INR,Raghunath Exports,CP6861335138,IN,RTGS,IN,2026-08-14T11:35:00Z
TXN0002390,MT5000007691,CREDIT,24433.41,INR,Ganeshan Exports,CP2515400302,IN,RTGS,IN,2026-08-14T11:38:02Z
TXN0001848,MT5000006289,DEBIT,31547.56,INR,Cinema Plex,CP7226622354,IN,UPI,IN,2026-08-14T11:46:52Z
TXN0010779,MT5000035700,DEBIT,13114.32,INR,FuelPoint,CP7119364948,IN,IMPS,IN,2026-08-14T11:55:25Z
TXN0008209,MT5000027004,DEBIT,15207.34,INR,Insure Life Co,CP9866237584,IN,NEFT,IN,2026-08-14T12:16:47Z
TXN0007911,MT5000025849,DEBIT,15553.41,INR,Cinema Plex,CP7030283662,IN,IMPS,IN,2026-08-14T12:17:32Z
TXN0006499,MT5000021099,DEBIT,147580.13,INR,Easwar Logistics,CP9267401856,US,CHEQUE,US,2026-08-14T12:21:25Z
TXN0005238,MT5000017049,DEBIT,9624.94,INR,Metro Rail Card,CP8407526786,IN,IMPS,IN,2026-08-14T12:28:53Z
TXN0009963,MT5000032739,CREDIT,22757.40,INR,Grocery Mart,CP9075400981,IN,NEFT,IN,2026-08-14T12:51:26Z
TXN0008102,MT5000026736,DEBIT,30232.71,INR,Apollo Pharmacy Store,CP7809072042,IN,IMPS,IN,2026-08-14T13:10:03Z
TXN0003818,MT5000012244,DEBIT,31815.00,INR,Apollo Pharmacy Store,CP7169970669,IN,ATM,IN,2026-08-14T13:13:07Z
TXN0001201,MT5000004044,CREDIT,8309.39,INR,Water Board,CP1801177244,IN,UPI,IN,2026-08-14T13:39:29Z
TXN0005507,MT5000017935,DEBIT,514.99,INR,Metro Rail Card,CP4333226400,IN,CARD,IN,2026-08-14T13:47:33Z
TXN0012042,MT5000039842,DEBIT,662.13,INR,Apollo Pharmacy Store,CP7986469274,IN,IMPS,IN,2026-08-14T13:54:04Z
TXN0005366,MT5000017420,DEBIT,16147.55,INR,Apollo Pharmacy Store,CP8689877420,IN,UPI,IN,2026-08-14T14:09:16Z
TXN0006394,MT5000020985,DEBIT,38681.09,INR,Cinema Plex,CP9407604045,IN,ATM,IN,2026-08-14T14:27:36Z
TXN0007764,MT5000025398,DEBIT,30001.49,INR,Apollo Pharmacy Store,CP2662785770,IN,UPI,IN,2026-08-14T14:50:24Z
TXN0010855,MT5000035904,DEBIT,48650.30,INR,Mirchandan Pharma Distributors,CP2985800616,AE,RTGS,AE,2026-08-14T14:54:16Z
TXN0008138,MT5000026872,DEBIT,11484.05,INR,School Fees Trust,CP7318463853,AE,ATM,AE,2026-08-14T15:07:18Z
TXN0007196,MT5000023253,DEBIT,6584.30,INR,City Power Board,CP5114129880,IN,IMPS,IN,2026-08-14T15:09:51Z
TXN0003861,MT5000012391,DEBIT,19097.44,INR,City Power Board,CP1133119356,IN,UPI,IN,2026-08-15T02:35:19Z
TXN0007174,MT5000023252,DEBIT,2807.93,INR,Apollo Pharmacy Store,CP3187859562,IN,NEFT,IN,2026-08-15T02:37:28Z
TXN0006828,MT5000022329,CREDIT,21327.61,INR,Cinema Plex,CP2656284142,IN,NEFT,IN,2026-08-15T03:00:01Z
TXN0006240,MT5000020419,DEBIT,17682.62,INR,City Power Board,CP9117590004,IN,NEFT,IN,2026-08-15T03:01:06Z
TXN0004789,MT5000015446,DEBIT,39530.93,INR,RentPay Housing,CP1472200200,IN,NEFT,IN,2026-08-15T03:01:07Z
TXN0003515,MT5000011267,DEBIT,177961.09,INR,Yeshwant Pharma Distributors,CP9323295587,IN,CHEQUE,IN,2026-08-15T03:10:24Z
TXN0009272,MT5000030345,CREDIT,31939.34,INR,Iyengar Textiles,CP9887931228,IN,IMPS,IN,2026-08-15T03:17:48Z
TXN0007700,MT5000025174,DEBIT,23201.60,INR,RentPay Housing,CP9905819311,GB,CARD,GB,2026-08-15T03:19:04Z
TXN0011214,MT5000036981,DEBIT,16975.05,INR,RentPay Housing,CP2079958761,US,IMPS,US,2026-08-15T03:21:59Z
TXN0004996,MT5000016227,DEBIT,11807.78,INR,Water Board,CP8162155862,US,CARD,US,2026-08-15T03:23:21Z
TXN0006605,MT5000021459,CREDIT,25160.31,INR,Hospital Billing,CP7204408267,IN,UPI,IN,2026-08-15T03:34:32Z
TXN0007510,MT5000024478,CREDIT,9318.27,INR,Apollo Pharmacy Store,CP5161308534,US,UPI,US,2026-08-15T03:44:20Z
TXN0001662,MT5000005712,DEBIT,13921.19,INR,Cinema Plex,CP6419922458,IN,ATM,IN,2026-08-15T03:48:14Z
TXN0012376,MT5000022466,CREDIT,760633.84,INR,Cash deposit - branch,CP8962731219,IN,CASH,IN,2026-08-15T03:49:14Z
TXN0012162,MT5000040212,DEBIT,19645.97,INR,Cinema Plex,CP9568450122,IN,UPI,IN,2026-08-15T04:16:32Z
TXN0012364,MT5000013115,CREDIT,791102.32,INR,Cash deposit - branch,CP2364886987,IN,CASH,IN,2026-08-15T04:22:27Z
TXN0006823,MT5000022329,DEBIT,31836.27,INR,PhoneNet Telecom,CP3617408388,IN,IMPS,IN,2026-08-15T04:24:27Z
TXN0009931,MT5000032628,DEBIT,35865.15,INR,Cloud Kitchen Co,CP9845210770,IN,IMPS,IN,2026-08-15T04:28:37Z
TXN0007501,MT5000024418,DEBIT,24867.59,INR,City Power Board,CP9412846421,IN,ATM,IN,2026-08-15T04:30:53Z
TXN0007751,MT5000025371,CREDIT,13064.65,INR,Apollo Pharmacy Store,CP3236002489,IN,UPI,IN,2026-08-15T04:35:51Z
TXN0011592,MT5000038396,DEBIT,295.71,USD,School Fees Trust,CP6635139673,IN,IMPS,IN,2026-08-15T04:37:04Z
TXN0010316,MT5000034158,DEBIT,6054.17,INR,Cloud Kitchen Co,CP2924056313,US,ATM,US,2026-08-15T05:01:29Z
TXN0001923,MT5000006487,DEBIT,43748.22,INR,RentPay Housing,CP7320956570,IN,UPI,IN,2026-08-15T05:04:09Z
TXN0010679,MT5000035394,CREDIT,909.20,USD,Sethuram Pharma Distributors,CP2277704605,IN,NEFT,IN,2026-08-15T05:18:52Z
TXN0004085,MT5000013079,DEBIT,6054.13,INR,Apollo Pharmacy Store,CP2027857949,IN,UPI,IN,2026-08-15T05:21:52Z
TXN0007289,MT5000023613,DEBIT,7613.15,INR,Swiggle Foods,CP9103214564,IN,ATM,IN,2026-08-15T05:38:40Z
TXN0001946,MT5000006523,DEBIT,33554.41,INR,Metro Rail Card,CP4293348119,IN,IMPS,IN,2026-08-15T05:49:32Z
TXN0008560,MT5000028089,CREDIT,169197.96,INR,Zaveri Jewellers,CP9595114964,AE,RTGS,AE,2026-08-15T06:00:22Z
TXN0001895,MT5000006406,CREDIT,85871.03,INR,Bhandari Infotech,CP2673445583,IN,RTGS,IN,2026-08-15T06:08:07Z
TXN0008825,MT5000028953,DEBIT,404.24,USD,Cinema Plex,CP1900611895,SG,UPI,SG,2026-08-15T06:13:06Z
TXN0010080,MT5000033310,DEBIT,25797.41,INR,Metro Rail Card,CP6958409757,IN,ATM,IN,2026-08-15T06:13:20Z
TXN0004620,MT5000014821,DEBIT,41901.32,INR,Insure Life Co,CP5222387708,IN,NEFT,IN,2026-08-15T06:20:04Z
TXN0005207,MT5000016965,DEBIT,9907.15,INR,Metro Rail Card,CP2066225830,US,IMPS,US,2026-08-15T06:21:31Z
TXN0002750,MT5000008709,DEBIT,18595.68,INR,Swiggle Foods,CP7897886806,IN,CARD,IN,2026-08-15T06:22:10Z
TXN0011418,MT5000037957,DEBIT,443.15,INR,Water Board,CP4448846300,IN,IMPS,IN,2026-08-15T06:27:00Z
TXN0000252,MT5000000861,DEBIT,148700.84,INR,Raghunath Textiles,CP6151912812,IN,RTGS,IN,2026-08-15T06:38:26Z
TXN0003912,MT5000012554,CREDIT,32592.59,INR,Insure Life Co,CP3550860965,IN,UPI,IN,2026-08-15T06:41:02Z
TXN0007759,MT5000025371,DEBIT,2954.17,INR,Metro Rail Card,CP2689760247,IN,IMPS,IN,2026-08-15T06:50:55Z
TXN0012545,MT5000016598,DEBIT,500000.00,INR,Anika Yeshwant,CP5313886364,IN,NEFT,IN,2026-08-15T07:00:37Z
TXN0004935,MT5000015968,DEBIT,34888.50,INR,Hospital Billing,CP5311776010,IN,NEFT,IN,2026-08-15T07:01:38Z
TXN0010962,MT5000036216,DEBIT,13724.12,INR,Swiggle Foods,CP7600271832,IN,CARD,IN,2026-08-15T07:07:28Z
TXN0006790,MT5000022213,DEBIT,29946.03,INR,Water Board,CP3738125200,IN,IMPS,IN,2026-08-15T07:09:46Z
TXN0004340,MT5000014016,DEBIT,17541.50,INR,City Power Board,CP5274903791,IN,UPI,IN,2026-08-15T07:15:04Z
TXN0012377,MT5000022466,CREDIT,775254.87,INR,Cash deposit - branch,CP1758774123,IN,CASH,IN,2026-08-15T07:18:12Z
TXN0012365,MT5000013115,CREDIT,809430.90,INR,Cash deposit - branch,CP1680560471,IN,CASH,IN,2026-08-15T07:19:59Z
TXN0008877,MT5000029120,DEBIT,4352.28,INR,Cinema Plex,CP8126421967,IN,UPI,IN,2026-08-15T07:24:08Z
TXN0002082,MT5000006927,DEBIT,31464.93,INR,Apollo Pharmacy Store,CP5699610216,IN,UPI,IN,2026-08-15T07:31:42Z
TXN0002998,MT5000009620,DEBIT,16411.97,INR,Apollo Pharmacy Store,CP6162371427,AE,UPI,AE,2026-08-15T07:37:44Z
TXN0008324,MT5000027343,DEBIT,21254.35,INR,Swiggle Foods,CP4609073862,IN,CARD,IN,2026-08-15T07:39:35Z
TXN0009687,MT5000031902,DEBIT,31154.63,INR,Cloud Kitchen Co,CP7938738154,IN,UPI,IN,2026-08-15T07:44:10Z
TXN0010217,MT5000033837,CREDIT,28787.29,INR,Insure Life Co,CP7370287225,IN,IMPS,IN,2026-08-15T07:44:16Z
TXN0006841,MT5000022370,DEBIT,12926.74,INR,Cloud Kitchen Co,CP6350390428,IN,IMPS,IN,2026-08-15T07:46:10Z
TXN0003425,MT5000011016,CREDIT,42753.46,INR,Raghunath Auto Parts,CP1003957557,IN,RTGS,IN,2026-08-15T07:47:02Z
TXN0007039,MT5000023024,CREDIT,48835.88,INR,Raghunath Hardware Mart,CP9301361162,IN,RTGS,IN,2026-08-15T07:54:06Z
TXN0009471,MT5000031058,CREDIT,29822.06,INR,School Fees Trust,CP4664016796,IN,UPI,IN,2026-08-15T08:08:22Z
TXN0005480,MT5000017854,DEBIT,36098.79,INR,Insure Life Co,CP5324761675,IN,UPI,IN,2026-08-15T08:09:03Z
TXN0001950,MT5000006586,DEBIT,77413.81,INR,Yeshwant Exports,CP7551374487,IN,RTGS,IN,2026-08-15T08:10:34Z
TXN0010027,MT5000033050,DEBIT,28948.92,INR,Cloud Kitchen Co,CP3326360739,IN,IMPS,IN,2026-08-15T08:31:26Z
TXN0009126,MT5000029961,DEBIT,109861.50,INR,Lokesh Jewellers,CP1233723743,US,CHEQUE,US,2026-08-15T09:15:12Z
TXN0003142,MT5000010032,DEBIT,38767.14,INR,PhoneNet Telecom,CP3600199941,US,ATM,US,2026-08-15T09:18:22Z
TXN0003439,MT5000011079,CREDIT,69812.17,INR,Fernhill Traders,CP2075455791,IN,IMPS,IN,2026-08-15T09:31:09Z
TXN0012366,MT5000013115,CREDIT,796183.80,INR,Cash deposit - branch,CP8211917357,IN,CASH,IN,2026-08-15T09:32:11Z
TXN0005066,MT5000016419,CREDIT,7395.99,INR,FuelPoint,CP5957692284,SG,IMPS,SG,2026-08-15T09:34:41Z
TXN0002933,MT5000009372,DEBIT,37559.10,INR,School Fees Trust,CP8945894167,IN,ATM,IN,2026-08-15T09:43:40Z
TXN0012378,MT5000022466,CREDIT,803129.63,INR,Cash deposit - branch,CP8717377289,IN,CASH,IN,2026-08-15T09:51:17Z
TXN0011037,MT5000036446,DEBIT,38357.72,INR,Water Board,CP9115347480,AE,NEFT,AE,2026-08-15T09:55:20Z
TXN0004383,MT5000014097,CREDIT,109572.64,INR,Narang Hardware Mart,CP7312278701,US,IMPS,US,2026-08-15T09:59:00Z
TXN0009154,MT5000030025,CREDIT,44637.37,INR,Ganeshan Hardware Mart,CP2734771352,IN,IMPS,IN,2026-08-15T10:35:30Z
TXN0004988,MT5000016197,CREDIT,8018.66,INR,Hospital Billing,CP6605950149,IN,UPI,IN,2026-08-15T10:39:11Z
TXN0008636,MT5000028297,DEBIT,27303.36,INR,Apollo Pharmacy Store,CP6957617111,IN,NEFT,IN,2026-08-15T10:40:47Z
TXN0005942,MT5000019392,CREDIT,8912.53,INR,RentPay Housing,CP9526431550,IN,CARD,IN,2026-08-15T10:55:02Z
TXN0010009,MT5000032985,DEBIT,24966.90,INR,RentPay Housing,CP6577537373,IN,IMPS,IN,2026-08-15T11:04:16Z
TXN0007693,MT5000025095,DEBIT,51856.30,INR,Rathore Infotech,CP1071275594,IN,NEFT,IN,2026-08-15T11:12:40Z
TXN0011570,MT5000038283,DEBIT,153556.08,INR,Ganeshan Traders,CP2115209528,SG,NEFT,SG,2026-08-15T11:21:19Z
TXN0007327,MT5000023848,DEBIT,14265.74,INR,Apollo Pharmacy Store,CP8016997433,IN,UPI,IN,2026-08-15T11:24:30Z
TXN0003668,MT5000011628,DEBIT,23318.63,INR,Insure Life Co,CP3531931235,IN,IMPS,IN,2026-08-15T11:29:32Z
TXN0005007,MT5000016231,DEBIT,37697.51,INR,PhoneNet Telecom,CP9337905379,IN,ATM,IN,2026-08-15T11:46:37Z
TXN0005159,MT5000016734,DEBIT,30444.40,INR,PhoneNet Telecom,CP6198414301,IN,IMPS,IN,2026-08-15T11:57:33Z
TXN0005216,MT5000017002,CREDIT,21000.91,INR,City Power Board,CP5666005361,IN,CARD,IN,2026-08-15T12:07:36Z
